order_id,order_date,customer_id,region,category,product,quantity,price,revenue,month
1123,2023-02-16 18:00:00,1591,North,Electronics,Lamp,2,7933,15866,2023-02
1124,2023-02-16 19:00:00,1104,East,Fashion,Shoes,2,2875,5750,2023-02
1125,2023-02-16 20:00:00,1316,West,Home Decor,Jeans,1,44160,44160,2023-02
1126,2023-02-16 21:00:00,1262,North,Electronics,T-Shirt,3,42301,126903,2023-02
1127,2023-02-16 22:00:00,1568,East,Home Decor,Headphones,2,41874,83748,2023-02
1128,2023-02-16 23:00:00,1498,West,Grocery,Fryer,2,8021,16042,2023-02
1129,2023-02-17 00:00:00,1299,West,Fashion,T-Shirt,2,28702,57404,2023-02
1130,2023-02-17 01:00:00,1277,South,Grocery,Rice Bag,1,8100,8100,2023-02
1131,2023-02-17 02:00:00,1089,South,Home Decor,Headphones,1,21428,21428,2023-02
1132,2023-02-17 03:00:00,1275,North,Home Decor,Jeans,2,36265,72530,2023-02
1133,2023-02-17 04:00:00,1093,South,Electronics,Smartphone,2,24241,48482,2023-02
1134,2023-02-17 05:00:00,1434,East,Electronics,Fryer,3,17108,51324,2023-02
1135,2023-02-17 06:00:00,1212,North,Home Decor,Rice Bag,2,25515,51030,2023-02
1136,2023-02-17 07:00:00,1144,South,Fashion,Shoes,1,21377,21377,2023-02
1137,2023-02-17 08:00:00,1530,North,Home Decor,Laptop,3,42894,128682,2023-02
1138,2023-02-17 09:00:00,1190,North,Fashion,Mixer,3,42438,127314,2023-02
1139,2023-02-17 10:00:00,1136,East,Grocery,Lamp,2,40862,81724,2023-02
1140,2023-02-17 11:00:00,1488,North,Home Decor,Smartphone,1,35734,35734,2023-02
1141,2023-02-17 12:00:00,1056,East,Home Decor,Laptop,3,26207,78621,2023-02
1142,2023-02-17 13:00:00,1131,South,Electronics,Mixer,1,6893,6893,2023-02
1143,2023-02-17 14:00:00,1475,North,Electronics,Laptop,3,8016,24048,2023-02
1144,2023-02-17 15:00:00,1500,North,Grocery,Jeans,3,37198,111594,2023-02
1145,2023-02-17 16:00:00,1133,North,Electronics,Rice Bag,2,10291,20582,2023-02
1146,2023-02-17 17:00:00,1017,North,Grocery,Fryer,2,38217,76434,2023-02
1147,2023-02-17 18:00:00,1462,East,Electronics,Mixer,1,8514,8514,2023-02
1148,2023-02-17 19:00:00,1581,North,Fashion,T-Shirt,1,2588,2588,2023-02
1149,2023-02-17 20:00:00,1287,South,Grocery,Laptop,2,26815,53630,2023-02
1150,2023-02-17 21:00:00,1053,South,Grocery,Lamp,1,6059,6059,2023-02
1151,2023-02-17 22:00:00,1421,West,Grocery,Shoes,3,29172,87516,2023-02
1152,2023-02-17 23:00:00,1355,West,Fashion,Headphones,3,150,450,2023-02
1153,2023-02-18 00:00:00,1188,North,Grocery,Mixer,3,35203,105609,2023-02
1154,2023-02-18 01:00:00,1544,South,Fashion,Smartphone,1,13584,13584,2023-02
1155,2023-02-18 02:00:00,1365,South,Grocery,Laptop,3,3417,10251,2023-02
1156,2023-02-18 03:00:00,1161,North,Electronics,T-Shirt,3,8206,24618,2023-02
1157,2023-02-18 04:00:00,1308,West,Home Decor,Fryer,2,34417,68834,2023-02
1158,2023-02-18 05:00:00,1006,East,Fashion,Mixer,3,8008,24024,2023-02
1159,2023-02-18 06:00:00,1290,East,Grocery,Jeans,2,17994,35988,2023-02
1160,2023-02-18 07:00:00,1129,North,Home Decor,Smartphone,2,19346,38692,2023-02
1161,2023-02-18 08:00:00,1266,East,Grocery,Lamp,3,24080,72240,2023-02
1162,2023-02-18 09:00:00,1544,East,Electronics,Rice Bag,2,38658,77316,2023-02
1163,2023-02-18 10:00:00,1551,East,Electronics,Shoes,2,5569,11138,2023-02
1164,2023-02-18 11:00:00,1301,South,Home Decor,Rice Bag,1,14166,14166,2023-02
1165,2023-02-18 12:00:00,1172,West,Home Decor,Headphones,1,26503,26503,2023-02
1166,2023-02-18 13:00:00,1113,South,Fashion,Shoes,1,43426,43426,2023-02
1167,2023-02-18 14:00:00,1350,East,Grocery,Headphones,1,11528,11528,2023-02
1168,2023-02-18 15:00:00,1437,East,Fashion,Smartphone,3,21730,65190,2023-02
1169,2023-02-18 16:00:00,1361,East,Electronics,Rice Bag,1,20372,20372,2023-02
1170,2023-02-18 17:00:00,1267,North,Fashion,Mixer,3,21170,63510,2023-02
1171,2023-02-18 18:00:00,1095,West,Fashion,Jeans,2,40486,80972,2023-02
1172,2023-02-18 19:00:00,1562,North,Home Decor,Headphones,3,24264,72792,2023-02
1173,2023-02-18 20:00:00,1125,West,Grocery,Headphones,1,25721,25721,2023-02
1174,2023-02-18 21:00:00,1139,West,Grocery,Lamp,2,23562,47124,2023-02
1175,2023-02-18 22:00:00,1062,North,Home Decor,Smartphone,3,16461,49383,2023-02
1176,2023-02-18 23:00:00,1391,East,Electronics,Jeans,2,16614,33228,2023-02
1177,2023-02-19 00:00:00,1052,North,Electronics,Smartphone,3,13545,40635,2023-02
1178,2023-02-19 01:00:00,1400,North,Fashion,Rice Bag,2,14668,29336,2023-02
1179,2023-02-19 02:00:00,1082,East,Electronics,Rice Bag,2,32538,65076,2023-02
1180,2023-02-19 03:00:00,1316,North,Grocery,T-Shirt,2,44411,88822,2023-02
1181,2023-02-19 04:00:00,1532,North,Electronics,Laptop,1,34312,34312,2023-02
1182,2023-02-19 05:00:00,1173,West,Grocery,Lamp,2,27928,55856,2023-02
1183,2023-02-19 06:00:00,1062,South,Fashion,Shoes,1,13899,13899,2023-02
1184,2023-02-19 07:00:00,1534,North,Electronics,T-Shirt,3,27869,83607,2023-02
1185,2023-02-19 08:00:00,1385,North,Electronics,Shoes,3,28191,84573,2023-02
1186,2023-02-19 09:00:00,1320,South,Grocery,Fryer,1,38220,38220,2023-02
1187,2023-02-19 10:00:00,1341,East,Fashion,Fryer,1,22406,22406,2023-02
1188,2023-02-19 11:00:00,1189,South,Electronics,Fryer,3,26783,80349,2023-02
1189,2023-02-19 12:00:00,1205,West,Home Decor,Jeans,3,15988,47964,2023-02
1190,2023-02-19 13:00:00,1023,South,Electronics,Mixer,2,5012,10024,2023-02
1191,2023-02-19 14:00:00,1143,West,Grocery,Smartphone,2,1982,3964,2023-02
1192,2023-02-19 15:00:00,1409,East,Home Decor,Lamp,2,3881,7762,2023-02
1193,2023-02-19 16:00:00,1175,North,Electronics,Headphones,1,35468,35468,2023-02
1194,2023-02-19 17:00:00,1492,North,Home Decor,Headphones,3,7643,22929,2023-02
1195,2023-02-19 18:00:00,1289,North,Fashion,Smartphone,3,22950,68850,2023-02
1196,2023-02-19 19:00:00,1209,East,Electronics,Smartphone,2,18461,36922,2023-02
1197,2023-02-19 20:00:00,1199,East,Home Decor,Laptop,3,38528,115584,2023-02
1198,2023-02-19 21:00:00,1153,South,Fashion,Smartphone,3,8039,24117,2023-02
1199,2023-02-19 22:00:00,1462,East,Home Decor,T-Shirt,3,13107,39321,2023-02
1200,2023-02-19 23:00:00,1164,East,Electronics,Rice Bag,1,24615,24615,2023-02
1201,2023-02-20 00:00:00,1058,East,Fashion,Fryer,1,32993,32993,2023-02
1202,2023-02-20 01:00:00,1160,West,Electronics,Jeans,2,7475,14950,2023-02
1203,2023-02-20 02:00:00,1251,East,Electronics,Laptop,1,36789,36789,2023-02
1204,2023-02-20 03:00:00,1370,West,Electronics,T-Shirt,2,31022,62044,2023-02
1205,2023-02-20 04:00:00,1020,West,Electronics,T-Shirt,1,17049,17049,2023-02
1206,2023-02-20 05:00:00,1026,South,Home Decor,Shoes,1,6027,6027,2023-02
1207,2023-02-20 06:00:00,1382,North,Grocery,Lamp,3,4171,12513,2023-02
1208,2023-02-20 07:00:00,1180,North,Electronics,Headphones,2,17119,34238,2023-02
1209,2023-02-20 08:00:00,1035,South,Home Decor,Fryer,2,15586,31172,2023-02
1210,2023-02-20 09:00:00,1151,East,Fashion,Smartphone,2,19457,38914,2023-02
1211,2023-02-20 10:00:00,1356,West,Electronics,T-Shirt,1,37952,37952,2023-02
1212,2023-02-20 11:00:00,1318,East,Home Decor,Jeans,3,38707,116121,2023-02
1213,2023-02-20 12:00:00,1161,East,Electronics,Smartphone,3,34452,103356,2023-02
1214,2023-02-20 13:00:00,1324,South,Fashion,Fryer,3,20662,61986,2023-02
1215,2023-02-20 14:00:00,1377,West,Electronics,Rice Bag,3,18261,54783,2023-02
1216,2023-02-20 15:00:00,1353,West,Home Decor,Laptop,2,24889,49778,2023-02
1217,2023-02-20 16:00:00,1175,West,Grocery,Laptop,1,25947,25947,2023-02
1218,2023-02-20 17:00:00,1406,West,Fashion,Jeans,3,6358,19074,2023-02
1219,2023-02-20 18:00:00,1256,South,Home Decor,Mixer,3,30744,92232,2023-02
1220,2023-02-20 19:00:00,1059,East,Fashion,T-Shirt,2,34492,68984,2023-02
1221,2023-02-20 20:00:00,1065,North,Home Decor,Smartphone,1,410,410,2023-02
1222,2023-02-20 21:00:00,1553,West,Fashion,Mixer,2,12034,24068,2023-02
1223,2023-02-20 22:00:00,1335,North,Electronics,Smartphone,2,15397,30794,2023-02
1224,2023-02-20 23:00:00,1591,East,Fashion,Headphones,3,43929,131787,2023-02
1225,2023-02-21 00:00:00,1063,North,Home Decor,Jeans,2,17421,34842,2023-02
1226,2023-02-21 01:00:00,1447,East,Electronics,Fryer,2,32691,65382,2023-02
1227,2023-02-21 02:00:00,1284,South,Home Decor,Rice Bag,2,41985,83970,2023-02
1228,2023-02-21 03:00:00,1456,South,Grocery,Smartphone,1,42604,42604,2023-02
1229,2023-02-21 04:00:00,1505,West,Grocery,Lamp,3,7818,23454,2023-02
1230,2023-02-21 05:00:00,1527,South,Electronics,Mixer,1,29245,29245,2023-02
1231,2023-02-21 06:00:00,1403,West,Fashion,Shoes,1,40281,40281,2023-02
1232,2023-02-21 07:00:00,1463,West,Electronics,T-Shirt,1,18215,18215,2023-02
1233,2023-02-21 08:00:00,1267,East,Grocery,Fryer,3,14549,43647,2023-02
1234,2023-02-21 09:00:00,1164,East,Electronics,Laptop,2,4486,8972,2023-02
1235,2023-02-21 10:00:00,1434,North,Electronics,Smartphone,3,18160,54480,2023-02
1236,2023-02-21 11:00:00,1222,East,Grocery,Headphones,2,6521,13042,2023-02
1237,2023-02-21 12:00:00,1218,North,Electronics,Headphones,2,8063,16126,2023-02
1238,2023-02-21 13:00:00,1389,North,Electronics,Fryer,3,15903,47709,2023-02
1239,2023-02-21 14:00:00,1518,West,Electronics,Shoes,2,18851,37702,2023-02
1240,2023-02-21 15:00:00,1234,North,Fashion,T-Shirt,1,16144,16144,2023-02
1241,2023-02-21 16:00:00,1101,North,Grocery,Headphones,3,35077,105231,2023-02
1242,2023-02-21 17:00:00,1489,South,Fashion,Lamp,2,4906,9812,2023-02
1243,2023-02-21 18:00:00,1215,East,Fashion,Rice Bag,3,16187,48561,2023-02
1244,2023-02-21 19:00:00,1158,East,Grocery,Jeans,2,32383,64766,2023-02
1245,2023-02-21 20:00:00,1508,North,Grocery,Laptop,3,26949,80847,2023-02
1246,2023-02-21 21:00:00,1438,North,Fashion,Mixer,1,17390,17390,2023-02
1247,2023-02-21 22:00:00,1542,West,Fashion,Jeans,2,28063,56126,2023-02
1248,2023-02-21 23:00:00,1551,East,Grocery,Mixer,3,42397,127191,2023-02
1249,2023-02-22 00:00:00,1591,West,Electronics,Jeans,2,19526,39052,2023-02
1250,2023-02-22 01:00:00,1505,South,Grocery,Mixer,3,23883,71649,2023-02
1251,2023-02-22 02:00:00,1299,West,Fashion,Laptop,3,20562,61686,2023-02
1252,2023-02-22 03:00:00,1229,North,Electronics,Rice Bag,3,17771,53313,2023-02
1253,2023-02-22 04:00:00,1069,East,Electronics,Rice Bag,1,21391,21391,2023-02
1254,2023-02-22 05:00:00,1557,North,Grocery,T-Shirt,2,5954,11908,2023-02
1255,2023-02-22 06:00:00,1102,West,Fashion,Mixer,3,43156,129468,2023-02
1256,2023-02-22 07:00:00,1074,South,Electronics,Lamp,2,17951,35902,2023-02
1257,2023-02-22 08:00:00,1081,East,Home Decor,Jeans,1,27786,27786,2023-02
1258,2023-02-22 09:00:00,1036,East,Home Decor,Shoes,3,1702,5106,2023-02
1259,2023-02-22 10:00:00,1231,South,Home Decor,Rice Bag,2,41747,83494,2023-02
1260,2023-02-22 11:00:00,1457,West,Grocery,Smartphone,2,8957,17914,2023-02
1261,2023-02-22 12:00:00,1144,South,Fashion,Laptop,2,7995,15990,2023-02
1262,2023-02-22 13:00:00,1040,East,Grocery,Lamp,3,2574,7722,2023-02
1263,2023-02-22 14:00:00,1420,South,Electronics,T-Shirt,1,23940,23940,2023-02
1264,2023-02-22 15:00:00,1016,East,Electronics,Headphones,2,20697,41394,2023-02
1265,2023-02-22 16:00:00,1144,North,Home Decor,Jeans,3,22930,68790,2023-02
1266,2023-02-22 17:00:00,1479,West,Home Decor,Lamp,3,31471,94413,2023-02
1267,2023-02-22 18:00:00,1579,South,Electronics,Headphones,2,42918,85836,2023-02
1268,2023-02-22 19:00:00,1275,West,Home Decor,Fryer,1,43249,43249,2023-02
1269,2023-02-22 20:00:00,1231,East,Electronics,Smartphone,2,16261,32522,2023-02
1270,2023-02-22 21:00:00,1381,South,Grocery,Fryer,3,25970,77910,2023-02
1271,2023-02-22 22:00:00,1147,East,Home Decor,Mixer,2,28687,57374,2023-02
1272,2023-02-22 23:00:00,1306,East,Electronics,Smartphone,2,28223,56446,2023-02
1273,2023-02-23 00:00:00,1294,South,Grocery,Shoes,3,27976,83928,2023-02
1274,2023-02-23 01:00:00,1533,West,Electronics,T-Shirt,3,35549,106647,2023-02
1275,2023-02-23 02:00:00,1297,West,Home Decor,Smartphone,2,29508,59016,2023-02
1276,2023-02-23 03:00:00,1309,West,Fashion,Jeans,2,36144,72288,2023-02
1277,2023-02-23 04:00:00,1239,East,Electronics,Headphones,3,15258,45774,2023-02
1278,2023-02-23 05:00:00,1408,South,Fashion,Jeans,2,5610,11220,2023-02
1279,2023-02-23 06:00:00,1531,East,Grocery,Jeans,3,40623,121869,2023-02
1280,2023-02-23 07:00:00,1180,North,Fashion,T-Shirt,1,38066,38066,2023-02
1281,2023-02-23 08:00:00,1294,West,Grocery,Jeans,3,29316,87948,2023-02
1282,2023-02-23 09:00:00,1031,West,Fashion,Lamp,3,5042,15126,2023-02
1283,2023-02-23 10:00:00,1297,East,Grocery,Headphones,3,37073,111219,2023-02
1284,2023-02-23 11:00:00,1435,West,Fashion,Shoes,2,31206,62412,2023-02
1285,2023-02-23 12:00:00,1325,South,Fashion,Fryer,3,2711,8133,2023-02
1286,2023-02-23 13:00:00,1337,East,Electronics,Lamp,2,18590,37180,2023-02
1287,2023-02-23 14:00:00,1400,South,Electronics,Lamp,3,36493,109479,2023-02
1288,2023-02-23 15:00:00,1116,East,Fashion,Laptop,2,29042,58084,2023-02
1289,2023-02-23 16:00:00,1220,North,Electronics,Laptop,3,31697,95091,2023-02
1290,2023-02-23 17:00:00,1362,North,Fashion,Rice Bag,3,2265,6795,2023-02
1291,2023-02-23 18:00:00,1439,South,Fashion,T-Shirt,2,37686,75372,2023-02
1292,2023-02-23 19:00:00,1263,West,Electronics,Mixer,3,2085,6255,2023-02
1293,2023-02-23 20:00:00,1537,North,Electronics,Smartphone,3,32519,97557,2023-02
1294,2023-02-23 21:00:00,1513,East,Grocery,Mixer,2,1729,3458,2023-02
1295,2023-02-23 22:00:00,1505,North,Fashion,Jeans,1,21065,21065,2023-02
1296,2023-02-23 23:00:00,1177,South,Electronics,Rice Bag,2,14465,28930,2023-02
1297,2023-02-24 00:00:00,1246,West,Fashion,Headphones,2,34135,68270,2023-02
1298,2023-02-24 01:00:00,1473,East,Electronics,Shoes,3,4557,13671,2023-02
1299,2023-02-24 02:00:00,1386,North,Fashion,Lamp,2,9243,18486,2023-02
1300,2023-02-24 03:00:00,1458,West,Fashion,T-Shirt,1,17746,17746,2023-02
1301,2023-02-24 04:00:00,1534,South,Grocery,Shoes,2,9401,18802,2023-02
1302,2023-02-24 05:00:00,1001,South,Electronics,Shoes,3,43675,131025,2023-02
1303,2023-02-24 06:00:00,1589,South,Electronics,Fryer,2,8206,16412,2023-02
1304,2023-02-24 07:00:00,1417,North,Home Decor,Headphones,3,18734,56202,2023-02
1305,2023-02-24 08:00:00,1425,South,Home Decor,Rice Bag,2,38986,77972,2023-02
1306,2023-02-24 09:00:00,1084,North,Home Decor,Headphones,1,29241,29241,2023-02
1307,2023-02-24 10:00:00,1287,North,Electronics,Laptop,2,33509,67018,2023-02
1308,2023-02-24 11:00:00,1344,North,Grocery,Rice Bag,1,30970,30970,2023-02
1309,2023-02-24 12:00:00,1438,South,Grocery,Rice Bag,2,42617,85234,2023-02
1310,2023-02-24 13:00:00,1535,North,Electronics,Shoes,1,28255,28255,2023-02
1311,2023-02-24 14:00:00,1547,South,Electronics,Lamp,1,13717,13717,2023-02
1312,2023-02-24 15:00:00,1050,East,Fashion,Shoes,2,32331,64662,2023-02
1313,2023-02-24 16:00:00,1089,South,Grocery,Shoes,1,5994,5994,2023-02
1314,2023-02-24 17:00:00,1507,West,Home Decor,Lamp,1,43483,43483,2023-02
1315,2023-02-24 18:00:00,1506,East,Electronics,Fryer,3,32481,97443,2023-02
1316,2023-02-24 19:00:00,1507,North,Electronics,Laptop,2,39309,78618,2023-02
1317,2023-02-24 20:00:00,1519,North,Home Decor,Fryer,1,44354,44354,2023-02
1318,2023-02-24 21:00:00,1260,East,Fashion,Rice Bag,3,17021,51063,2023-02
1319,2023-02-24 22:00:00,1253,South,Home Decor,Fryer,3,26027,78081,2023-02
1320,2023-02-24 23:00:00,1289,East,Fashion,Headphones,2,36087,72174,2023-02
1321,2023-02-25 00:00:00,1158,East,Grocery,Laptop,1,6735,6735,2023-02
1322,2023-02-25 01:00:00,1303,East,Fashion,Lamp,1,4583,4583,2023-02
1323,2023-02-25 02:00:00,1504,West,Grocery,Mixer,3,22428,67284,2023-02
1324,2023-02-25 03:00:00,1452,West,Grocery,Smartphone,2,15079,30158,2023-02
1325,2023-02-25 04:00:00,1323,North,Fashion,Shoes,2,7413,14826,2023-02
1326,2023-02-25 05:00:00,1029,West,Electronics,Fryer,3,20607,61821,2023-02
1327,2023-02-25 06:00:00,1381,North,Home Decor,Laptop,2,4214,8428,2023-02
1328,2023-02-25 07:00:00,1442,West,Fashion,Lamp,3,33274,99822,2023-02
1329,2023-02-25 08:00:00,1085,North,Grocery,Mixer,3,3223,9669,2023-02
1330,2023-02-25 09:00:00,1277,East,Electronics,Smartphone,3,8223,24669,2023-02
1331,2023-02-25 10:00:00,1160,South,Fashion,Headphones,3,15348,46044,2023-02
1332,2023-02-25 11:00:00,1282,South,Home Decor,Shoes,3,910,2730,2023-02
1333,2023-02-25 12:00:00,1234,East,Electronics,Rice Bag,2,19377,38754,2023-02
1334,2023-02-25 13:00:00,1320,South,Electronics,Shoes,2,29695,59390,2023-02
1335,2023-02-25 14:00:00,1060,North,Electronics,T-Shirt,1,25200,25200,2023-02
1336,2023-02-25 15:00:00,1239,West,Grocery,Laptop,3,754,2262,2023-02
1337,2023-02-25 16:00:00,1249,North,Home Decor,Fryer,3,37579,112737,2023-02
1338,2023-02-25 17:00:00,1530,West,Grocery,Shoes,2,40652,81304,2023-02
1339,2023-02-25 18:00:00,1382,North,Electronics,Lamp,3,37795,113385,2023-02
1340,2023-02-25 19:00:00,1270,South,Home Decor,Fryer,1,20395,20395,2023-02
1341,2023-02-25 20:00:00,1543,North,Grocery,Jeans,1,37028,37028,2023-02
1342,2023-02-25 21:00:00,1408,West,Fashion,Smartphone,3,12661,37983,2023-02
1343,2023-02-25 22:00:00,1357,North,Fashion,Shoes,1,3617,3617,2023-02
1344,2023-02-25 23:00:00,1072,North,Home Decor,Rice Bag,2,32807,65614,2023-02
1345,2023-02-26 00:00:00,1516,North,Electronics,Headphones,1,29394,29394,2023-02
1346,2023-02-26 01:00:00,1520,South,Electronics,Mixer,3,24835,74505,2023-02
1347,2023-02-26 02:00:00,1490,East,Home Decor,Shoes,2,32615,65230,2023-02
1348,2023-02-26 03:00:00,1309,West,Fashion,Mixer,1,33257,33257,2023-02
1349,2023-02-26 04:00:00,1543,West,Grocery,T-Shirt,1,34426,34426,2023-02
1350,2023-02-26 05:00:00,1104,South,Grocery,Fryer,2,21334,42668,2023-02
1351,2023-02-26 06:00:00,1353,North,Grocery,Shoes,2,15078,30156,2023-02
1352,2023-02-26 07:00:00,1597,West,Home Decor,Jeans,1,38317,38317,2023-02
1353,2023-02-26 08:00:00,1074,South,Fashion,Smartphone,1,27918,27918,2023-02
1354,2023-02-26 09:00:00,1168,North,Fashion,Rice Bag,2,5260,10520,2023-02
1355,2023-02-26 10:00:00,1189,North,Fashion,Shoes,1,4852,4852,2023-02
1356,2023-02-26 11:00:00,1510,East,Grocery,Jeans,1,10972,10972,2023-02
1357,2023-02-26 12:00:00,1578,West,Electronics,Headphones,2,35546,71092,2023-02
1358,2023-02-26 13:00:00,1505,North,Home Decor,Mixer,1,6264,6264,2023-02
1359,2023-02-26 14:00:00,1499,North,Electronics,Smartphone,2,6990,13980,2023-02
1360,2023-02-26 15:00:00,1147,East,Grocery,Smartphone,1,17643,17643,2023-02
1361,2023-02-26 16:00:00,1130,South,Home Decor,T-Shirt,2,17004,34008,2023-02
1362,2023-02-26 17:00:00,1163,North,Grocery,T-Shirt,2,27027,54054,2023-02
1363,2023-02-26 18:00:00,1387,East,Grocery,Laptop,3,9910,29730,2023-02
1364,2023-02-26 19:00:00,1470,West,Home Decor,Lamp,3,3214,9642,2023-02
1365,2023-02-26 20:00:00,1054,East,Fashion,Fryer,1,28925,28925,2023-02
1366,2023-02-26 21:00:00,1211,North,Grocery,T-Shirt,3,19468,58404,2023-02
1367,2023-02-26 22:00:00,1012,North,Fashion,Mixer,1,27923,27923,2023-02
1368,2023-02-26 23:00:00,1468,North,Electronics,Mixer,1,2480,2480,2023-02
1369,2023-02-27 00:00:00,1388,East,Grocery,Smartphone,1,35464,35464,2023-02
1370,2023-02-27 01:00:00,1340,North,Fashion,Shoes,2,28736,57472,2023-02
1371,2023-02-27 02:00:00,1001,West,Grocery,Laptop,3,30075,90225,2023-02
1372,2023-02-27 03:00:00,1436,West,Home Decor,Headphones,1,15280,15280,2023-02
1373,2023-02-27 04:00:00,1092,South,Home Decor,Shoes,2,18282,36564,2023-02
1374,2023-02-27 05:00:00,1498,West,Electronics,Shoes,3,15789,47367,2023-02
1375,2023-02-27 06:00:00,1255,West,Electronics,Lamp,2,24696,49392,2023-02
1376,2023-02-27 07:00:00,1471,East,Home Decor,Rice Bag,1,9031,9031,2023-02
1377,2023-02-27 08:00:00,1085,West,Fashion,Smartphone,2,17309,34618,2023-02
1378,2023-02-27 09:00:00,1466,East,Fashion,T-Shirt,2,41236,82472,2023-02
1379,2023-02-27 10:00:00,1379,East,Home Decor,Laptop,1,33795,33795,2023-02
1380,2023-02-27 11:00:00,1134,West,Electronics,Smartphone,3,13020,39060,2023-02
1381,2023-02-27 12:00:00,1140,West,Home Decor,Mixer,3,24545,73635,2023-02
1382,2023-02-27 13:00:00,1070,East,Electronics,Fryer,1,15520,15520,2023-02
1383,2023-02-27 14:00:00,1266,East,Grocery,Headphones,1,20037,20037,2023-02
1384,2023-02-27 15:00:00,1331,North,Fashion,Rice Bag,1,11093,11093,2023-02
1385,2023-02-27 16:00:00,1222,West,Home Decor,Jeans,3,14279,42837,2023-02
1386,2023-02-27 17:00:00,1161,South,Electronics,Mixer,1,36022,36022,2023-02
1387,2023-02-27 18:00:00,1423,North,Fashion,Smartphone,2,17657,35314,2023-02
1388,2023-02-27 19:00:00,1555,South,Home Decor,Shoes,2,22783,45566,2023-02
1389,2023-02-27 20:00:00,1152,South,Electronics,Shoes,1,43186,43186,2023-02
1390,2023-02-27 21:00:00,1425,East,Fashion,Jeans,3,6363,19089,2023-02
1391,2023-02-27 22:00:00,1576,North,Electronics,T-Shirt,3,14177,42531,2023-02
1392,2023-02-27 23:00:00,1576,East,Electronics,Lamp,1,22198,22198,2023-02
1393,2023-02-28 00:00:00,1160,West,Grocery,Shoes,2,22427,44854,2023-02
1394,2023-02-28 01:00:00,1275,North,Electronics,Mixer,3,10221,30663,2023-02
1395,2023-02-28 02:00:00,1169,West,Grocery,Smartphone,2,31802,63604,2023-02
1396,2023-02-28 03:00:00,1262,South,Electronics,Mixer,2,32728,65456,2023-02
1397,2023-02-28 04:00:00,1113,East,Fashion,Shoes,2,7964,15928,2023-02
1398,2023-02-28 05:00:00,1477,West,Electronics,T-Shirt,3,42902,128706,2023-02
1399,2023-02-28 06:00:00,1464,West,Home Decor,Lamp,1,32918,32918,2023-02
1400,2023-02-28 07:00:00,1105,East,Electronics,Mixer,2,29983,59966,2023-02
1401,2023-02-28 08:00:00,1491,North,Electronics,Rice Bag,1,26815,26815,2023-02
1402,2023-02-28 09:00:00,1339,South,Electronics,Jeans,1,28083,28083,2023-02
1403,2023-02-28 10:00:00,1459,South,Grocery,Lamp,1,14232,14232,2023-02
1404,2023-02-28 11:00:00,1197,North,Fashion,Fryer,1,12887,12887,2023-02
1405,2023-02-28 12:00:00,1083,North,Home Decor,Smartphone,1,34126,34126,2023-02
1406,2023-02-28 13:00:00,1370,North,Electronics,Laptop,1,34313,34313,2023-02
1407,2023-02-28 14:00:00,1559,South,Grocery,Mixer,2,16280,32560,2023-02
1408,2023-02-28 15:00:00,1014,North,Grocery,T-Shirt,2,41157,82314,2023-02
1409,2023-02-28 16:00:00,1022,East,Fashion,T-Shirt,1,39540,39540,2023-02
1410,2023-02-28 17:00:00,1081,West,Home Decor,Mixer,1,37240,37240,2023-02
1411,2023-02-28 18:00:00,1466,North,Home Decor,Jeans,1,7121,7121,2023-02
1412,2023-02-28 19:00:00,1306,West,Fashion,Headphones,3,19769,59307,2023-02
1413,2023-02-28 20:00:00,1052,North,Electronics,Laptop,3,34487,103461,2023-02
1414,2023-02-28 21:00:00,1143,East,Electronics,Smartphone,1,22373,22373,2023-02
1415,2023-02-28 22:00:00,1159,South,Fashion,T-Shirt,2,1036,2072,2023-02
1416,2023-02-28 23:00:00,1011,West,Electronics,Laptop,1,7655,7655,2023-02
1417,2023-03-01 00:00:00,1261,East,Grocery,Headphones,3,16503,49509,2023-03
1418,2023-03-01 01:00:00,1183,East,Grocery,Shoes,3,31848,95544,2023-03
1419,2023-03-01 02:00:00,1099,West,Grocery,Fryer,2,8361,16722,2023-03
1420,2023-03-01 03:00:00,1036,North,Electronics,Jeans,1,14594,14594,2023-03
1421,2023-03-01 04:00:00,1115,South,Electronics,Mixer,2,30621,61242,2023-03
1422,2023-03-01 05:00:00,1185,South,Fashion,Fryer,2,11126,22252,2023-03
1423,2023-03-01 06:00:00,1251,South,Home Decor,Laptop,1,16882,16882,2023-03
1424,2023-03-01 07:00:00,1268,North,Electronics,Lamp,1,37389,37389,2023-03
1425,2023-03-01 08:00:00,1366,North,Fashion,T-Shirt,1,15914,15914,2023-03
1426,2023-03-01 09:00:00,1594,East,Electronics,Rice Bag,2,16146,32292,2023-03
1427,2023-03-01 10:00:00,1095,West,Fashion,T-Shirt,1,13063,13063,2023-03
1428,2023-03-01 11:00:00,1383,South,Home Decor,T-Shirt,2,36286,72572,2023-03
1429,2023-03-01 12:00:00,1476,West,Grocery,Jeans,1,39834,39834,2023-03
1430,2023-03-01 13:00:00,1086,East,Fashion,Headphones,3,28703,86109,2023-03
1431,2023-03-01 14:00:00,1244,East,Fashion,Lamp,1,17334,17334,2023-03
1432,2023-03-01 15:00:00,1061,West,Grocery,Mixer,2,11281,22562,2023-03
1433,2023-03-01 16:00:00,1244,West,Fashion,Headphones,2,947,1894,2023-03
1434,2023-03-01 17:00:00,1477,North,Electronics,Laptop,2,27495,54990,2023-03
